774194,,389145,1992_NORTH_CAROLINA,2847638,1563576,,NORTH_CAROLINA,3283378,1422278,5418687,5236099,1992
34904,,51476,1992_NORTH_DAKOTA,315009,265312,,NORTH_DAKOTA,242693,152340,553732,559481,1992
742377,,472604,1992_OHIO,5172782,5181654,,OHIO,3631703,2961942,9483822,9285961,1992
194081,,211627,1992_OKLAHOMA,1283577,714562,,OKLAHOMA,1470516,779828,2515272,2396705,1992
230464,,163544,1992_OREGON,1556770,1822106,,OREGON,788309,967075,2898210,2773959,1992
964457,,658139,1992_PENNSYLVANIA,6075381,6371790,,PENNSYLVANIA,4227323,3329224,11539253,11257252,1992
14685,,43545,1992_RHODE_ISLAND,556787,509718,,RHODE_ISLAND,329810,265279,863404,883073,1992
261644,,249903,1992_SOUTH_CAROLINA,1544232,1242575,,SOUTH_CAROLINA,1350148,768292,2922293,2842626,1992
65568,,60671,1992_SOUTH_DAKOTA,320561,343163,,SOUTH_DAKOTA,147834,169697,593126,551668,1992
232437,,308571,1992_TENNESSEE,1830264,1466538,,TENNESSEE,1305381,799825,3132516,3080490,1992
1833239,,1160185,1992_TEXAS,7961379,8397036,,TEXAS,6706959,4613884,16119084,16264180,1992
155425,,105349,1992_UTAH,841552,577940,,UTAH,872510,396073,1547980,1555799,1992
25781,,31757,1992_VERMONT,386699,576457,,VERMONT,204163,205777,800377,812377,1992
523409,,313971,1992_VIRGINIA,2982862,3137189,,VIRGINIA,2180133,1758078,5744469,5631293,1992
855759,,263053,1992_WASHINGTON,2587181,1140000,,WASHINGTON,3467779,1518521,5360834,4870832,1992
156015,,130117,1992_WEST_VIRGINIA,835186,433179,,WEST_VIRGINIA,1021803,465429,1587968,1585099,1992
416449,,217723,1992_WISCONSIN,2914442,2570747,,WISCONSIN,2205439,1490415,5181471,4993909,1992
60815,,31714,1992_WYOMING,339953,283818,,WYOMING,314216,185930,624941,629748,1992
204207,727716,331409,1993_ALABAMA,1564558,766687,237222,ALABAMA,1729295,794146,2833433,2827391,1993
135791,121156,176150,1993_ALASKA,494917,239419,36291,ALASKA,775829,433788,1126398,1191398,1993
680139,676297,318465,1993_ARIZONA,1578889,1694104,164083,ARIZONA,1415407,1000914,3623946,3427976,1993
97824,311432,128196,1993_ARKANSAS,782791,447634,68617,ARKANSAS,771079,386526,1376067,1346909,1993
1944760,5129788,2151157,1993_CALIFORNIA,15281147,8828035,1608514,CALIFORNIA,17064146,8914559,28110986,28043338,1993
318959,539538,147793,1993_COLORADO,1537714,1668196,92163,COLORADO,1242337,954032,3028305,3058326,1993
186802,471918,149204,1993_CONNECTICUT,2302852,2481415,143312,CONNECTICUT,1433539,1190914,4079943,4064158,1993
47372,104355,44497,1993_DELAWARE,394680,196207,26548,DELAWARE,443250,207850,694534,683954,1993
38074,80937,73882,1993_DISTRICT_OF_COLUMBIA,339266,647269,39819,DISTRICT_OF_COLUMBIA,0,302281,719440,721151,1993
1424334,1980569,947326,1993_FLORIDA,5333136,4901937,852220,FLORIDA,5520893,3557043,11425183,11370156,1993
439808,893557,296231,1993_GEORGIA,2538712,2176748,260423,GEORGIA,2243580,1323320,4647974,4716559,1993
82431,177448,76183,1993_HAWAII,580597,23917,95700,HAWAII,962375,304362,1063090,1062475,1993
81359,231632,72747,1993_IDAHO,499914,270634,41238,IDAHO,547454,260805,899819,890835,1993
852085,1856841,632724,1993_ILLINOIS,5520683,6484829,426411,ILLINOIS,3467071,3352722,10744695,10584624,1993
477709,958052,278090,1993_INDIANA,2862585,2549796,268924,INDIANA,3005534,1619011,5668599,5833420,1993
196098,493957,131444,1993_IOWA,1522556,1450232,114390,IOWA,1299055,818922,2889377,2880731,1993
195674,451469,123082,1993_KANSAS,1309958,1098685,142268,KANSAS,1165178,802965,2522542,2386945,1993
127578,489281,216900,1993_KENTUCKY,1247496,634922,151526,KENTUCKY,1529326,711873,2283431,2381148,1993
173012,795719,397206,1993_LOUISIANA,1898515,1164148,262609,LOUISIANA,1876967,997974,3427102,3438321,1993
55490,211511,77440,1993_MAINE,809278,638491,67864,MAINE,652164,328664,1321846,1368095,1993
324925,751850,252211,1993_MARYLAND,2785206,2725086,224147,MARYLAND,1940713,1508203,4898895,4918010,1993
59238,862495,305113,1993_MASSACHUSETTS,3237228,3892178,191641,MASSACHUSETTS,1924321,1720824,5679261,6121612,1993
932700,1600650,594226,1993_MICHIGAN,5411969,7113200,715410,MICHIGAN,3326748,3689748,11430958,11034174,1993
512196,781566,213724,1993_MINNESOTA,2756415,2364805,466306,MINNESOTA,2284106,1327959,5290504,4862635,1993
87575,329408,174870,1993_MISSISSIPPI,652571,382938,89766,MISSISSIPPI,612301,318799,1167032,1170109,1993
399553,834636,271548,1993_MISSOURI,2229886,1985823,227686,MISSOURI,1939230,1250115,4234845,4196601,1993
49720,158875,74386,1993_MONTANA,446245,294080,64200,MONTANA,445532,261677,833435,813998,1993
141118,281354,94308,1993_NEBRASKA,972575,1021502,57564,NEBRASKA,509432,424311,1642376,1625242,1993
195478,222846,52876,1993_NEVADA,611914,342115,41799,NEVADA,753277,360827,1265367,1148268,1993
42172,177722,34680,1993_NEW_HAMPSHIRE,611158,990721,34802,NEW_HAMPSHIRE,84342,322618,1091814,1109743,1993
342746,653488,331924,1993_NEW_JERSEY,3676378,3311046,203775,NEW_JERSEY,3104597,2092298,6641624,6747567,1993
128202,281407,154018,1993_NEW_MEXICO,587753,165451,62453,NEW_MEXICO,897725,427793,1223185,1217194,1993
1625848,2663637,1276362,1993_NEW_YORK,14029639,12563921,935895,NEW_YORK,8848470,6425626,23934282,22688753,1993
480317,1112636,433602,1993_NORTH_CAROLINA,3037814,1761098,345822,NORTH_CAROLINA,3388466,1525471,5475174,5583166,1993
41585,118793,56254,1993_NORTH_DAKOTA,310940,280111,44647,NORTH_DAKOTA,243783,156042,588983,580148,1993
588386,1834239,509488,1993_OHIO,5522474,6176048,451400,OHIO,4156070,3653046,10385253,10841606,1993
113949,312817,99809,1993_OKLAHOMA,726475,533913,113582,OKLAHOMA,802783,457062,1428916,1436505,1993
209804,509814,196584,1993_OREGON,1712282,1763935,98785,OREGON,1180698,1053438,3149126,3141217,1993
966827,1719829,695807,1993_PENNSYLVANIA,6856146,6792207,684867,PENNSYLVANIA,4781408,3622113,12809067,12269422,1993
12708,138939,46215,1993_RHODE_ISLAND,588044,521867,11541,RHODE_ISLAND,351512,268106,901540,919594,1993
221824,631613,277419,1993_SOUTH_CAROLINA,1592384,1333732,269661,SOUTH_CAROLINA,1419961,820795,2994038,3031112,1993
43632,107050,52787,1993_SOUTH_DAKOTA,265549,292012,22308,SOUTH_DAKOTA,120851,139963,481665,465650,1993
248037,844668,334410,1993_TENNESSEE,1969619,1399205,209586,TENNESSEE,1535027,781510,3286481,3268642,1993
2989512,3535333,1233446,1993_TEXAS,8914245,9114198,971683,TEXAS,9919561,5150373,18574871,20267205,1993
207312,462323,116791,1993_UTAH,881924,592918,128758,UTAH,928596,410867,1665011,1638305,1993
15655,97454,34179,1993_VERMONT,405876,586583,22698,VERMONT,216778,193543,809853,837540,1993
488487,1032842,365601,1993_VIRGINIA,3121277,3194224,303062,VIRGINIA,2358711,1837782,5955333,5918536,1993
942214,896197,284396,1993_WASHINGTON,2778268,1266342,235224,WASHINGTON,3720223,1626508,5791436,5270961,1993
171484,317719,140913,1993_WEST_VIRGINIA,1023497,470978,116349,WEST_VIRGINIA,1220263,500010,1829848,1832154,1993
500029,829085,226234,1993_WISCONSIN,3111910,2926067,193368,WISCONSIN,2205644,1629643,5640718,5357945,1993
48076,100313,35437,1993_WYOMING,334071,271010,21047,WYOMING,308683,193624,614807,615130,1993
231508,730004,331823,1994_ALABAMA,1697593,787506,306977,ALABAMA,1850894,826442,3103266,2970223,1994
98486,123868,134168,1994_ALASKA,516242,249885,36589,ALASKA,668229,446458,1116160,1052282,1994
696618,708482,348847,1994_ARIZONA,1652311,1739367,183778,ARIZONA,1478372,1054136,3803379,3566586,1994
105349,312695,132108,1994_ARKANSAS,816270,450783,75434,ARKANSAS,810396,403608,1445984,1393287,1994
1916061,4120498,2095878,1994_CALIFORNIA,12443864,8169417,1615630,CALIFORNIA,13175550,6754346,23012688,23440845,1994
328219,549570,165539,1994_COLORADO,1574164,1626794,95796,COLORADO,1269532,977343,3113755,3061865,1994
53083,479522,142392,1994_CONNECTICUT,2431273,2589404,150749,CONNECTICUT,1537064,1221662,4132350,4268860,1994
50805,103782,50572,1994_DELAWARE,413915,207796,30320,DELAWARE,447430,217782,732323,705798,1994
22568,80678,79432,1994_DISTRICT_OF_COLUMBIA,351028,656288,63271,DISTRICT_OF_COLUMBIA,0,332951,769818,735720,1994
1769738,2039884,890498,1994_FLORIDA,5715125,5267035,898855,FLORIDA,6158417,3849613,12469073,12315950,1994
723316,1235304,449430,1994_GEORGIA,3509251,2901183,405376,GEORGIA,3473578,1862815,6597359,6824191,1994
114779,181212,77993,1994_HAWAII,615270,30143,93482,HAWAII,1025813,322736,1146267,1133949,1994
99924,236774,77626,1994_IDAHO,538783,296267,44562,IDAHO,576106,273654,974781,949999,1994
508619,1875956,628532,1994_ILLINOIS,5727974,6983524,446271,ILLINOIS,3697747,3468903,10743708,11309803,1994
551285,963071,286351,1994_INDIANA,3003825,3080801,273493,INDIANA,2754602,1743788,6061435,6121754,1994
195410,497925,139312,1994_IOWA,1551221,1508170,120252,IOWA,1339912,858078,2974072,2987394,1994
172340,457744,134686,1994_KANSAS,1371720,1025174,156331,KANSAS,1540727,856673,2643192,2700587,1994
126669,490069,238630,1994_KENTUCKY,1310208,691978,145930,KENTUCKY,1561340,761029,2392549,2491948,1994
197625,798312,437307,1994_LOUISIANA,1952186,1220169,270613,LOUISIANA,1914388,1033282,3539581,3571864,1994
73376,211731,77393,1994_MAINE,799103,669882,72234,MAINE,609841,325201,1338353,1357116,1994
387699,772638,258611,1994_MARYLAND,2812922,2880512,254041,MARYLAND,2002382,1673254,5187683,5141505,1994
282757,877384,312111,1994_MASSACHUSETTS,3536321,3979200,189810,MASSACHUSETTS,2119446,1914124,6391131,6410757,1994
877390,1601845,658039,1994_MICHIGAN,5825127,7614692,803226,MICHIGAN,3489815,3912910,12023935,11762546,1994
565106,802913,224106,1994_MINNESOTA,2876527,2215427,490949,MINNESOTA,2822949,1388180,5581140,5262482,1994
159184,503374,296345,1994_MISSISSIPPI,1072529,566467,148515,MISSISSIPPI,1048767,515600,1919812,1911579,1994
443146,852324,294270,1994_MISSOURI,2396531,2104644,245316,MISSOURI,2089445,1349465,4575564,4488359,1994
50333,163968,83029,1994_MONTANA,508299,349565,36336,MONTANA,446392,271711,878084,878986,1994
173484,283962,101579,1994_NEBRASKA,1033858,1080591,63108,NEBRASKA,528743,447649,1769248,1710913,1994
184082,235800,56664,1994_NEVADA,654272,392669,44739,NEVADA,817216,406932,1344245,1266549,1994
34260,181688,37805,1994_NEW_HAMPSHIRE,648513,1017786,38919,NEW_HAMPSHIRE,89556,316069,1119762,1145147,1994
320715,651554,293378,1994_NEW_JERSEY,3522248,3561798,268715,NEW_JERSEY,3102722,2430560,6765105,6957898,1994
129528,286759,164101,1994_NEW_MEXICO,622138,196530,63549,NEW_MEXICO,982237,391385,1223759,1342868,1994
1717307,2702937,1442038,1994_NEW_YORK,14829280,13399349,992378,NEW_YORK,9092275,6782725,25359726,23933662,1994
490626,1131662,454682,1994_NORTH_CAROLINA,3161072,1640491,362721,NORTH_CAROLINA,3553217,1629603,5740906,5648390,1994
50938,118778,65506,1994_NORTH_DAKOTA,319014,291334,46522,NORTH_DAKOTA,247062,158223,621313,603902,1994
658754,1816817,537642,1994_OHIO,5785984,5926170,472696,OHIO,4271944,3675789,10780138,10735756,1994
129800,316322,120788,1994_OKLAHOMA,765718,558639,116301,OKLAHOMA,839113,473061,1529205,1518540,1994
223352,518425,212544,1994_OREGON,1719357,1660527,110201,OREGON,1215471,1068111,3191792,3088542,1994
963256,1720681,686113,1994_PENNSYLVANIA,7100564,7453385,703486,PENNSYLVANIA,5132066,3795048,13701725,13271564,1994
14866,144918,48443,1994_RHODE_ISLAND,642068,578918,14152,RHODE_ISLAND,385626,300816,994885,1012987,1994
251078,634415,285908,1994_SOUTH_CAROLINA,1646310,1423503,211713,SOUTH_CAROLINA,1470131,961618,3156251,3179542,1994
52745,108439,51846,1994_SOUTH_DAKOTA,284638,329490,23351,SOUTH_DAKOTA,126591,148152,525289,507927,1994
270608,857014,341912,1994_TENNESSEE,2101003,1499391,225590,TENNESSEE,1694595,996094,3661470,3535898,1994
1717181,3601627,1456330,1994_TEXAS,9814470,9687625,936331,TEXAS,8569649,6093204,19224149,19713604,1994
256177,469811,125520,1994_UTAH,997141,683643,137271,UTAH,982848,413388,1846448,1792011,1994
38902,98377,34989,1994_VERMONT,419793,637208,25011,VERMONT,219927,203059,869710,892124,1994
587495,1044721,372866,1994_VIRGINIA,3271356,3353229,314439,VIRGINIA,2399644,1883438,6276362,6125739,1994
840257,915952,327784,1994_WASHINGTON,2918426,1432963,252127,WASHINGTON,3978265,1741684,5968590,5739012,1994
151404,313750,147289,1994_WEST_VIRGINIA,1051169,521613,116579,WEST_VIRGINIA,1185501,507996,1843973,1854403,1994
504767,843747,238786,1994_WISCONSIN,3257526,3079790,193556,WISCONSIN,2363863,1689034,5860230,5682439,1994
48647,100899,38849,1994_WYOMING,344562,284600,21161,WYOMING,351472,192234,623146,674921,1994
243365,727480,328957,1995_ALABAMA,1851700,877114,326956,ALABAMA,2161366,888983,3353363,3367437,1995
159146,125421,123037,1995_ALASKA,515914,284003,37579,ALASKA,710028,469085,1203817,1117068,1995
710135,735018,376437,1995_ARIZONA,1772388,1769608,226507,ARIZONA,1669173,1131046,4056279,3815218,1995
160693,447757,197556,1995_ARKANSAS,1211057,615537,119934,ARKANSAS,1244457,598109,2155067,2057550,1995
2669270,5299405,2612241,1995_CALIFORNIA,16146416,11358487,2181053,CALIFORNIA,15541486,8603751,30097549,29512214,1995
449501,639805,201341,1995_COLORADO,1896225,1930546,115636,COLORADO,1577988,1174299,3766191,3709875,1995
91833,489513,147466,1995_CONNECTICUT,2596475,2650480,137005,CONNECTICUT,1622686,1245242,4252186,4420632,1995
50074,106813,51682,1995_DELAWARE,431433,239863,35495,DELAWARE,510473,236288,772669,802018,1995
400122,645232,367810,1998_KENTUCKY,2116458,1158363,241709,KENTUCKY,2411836,1179822,4018512,3938009,1998
32103,80450,65527,1995_DISTRICT_OF_COLUMBIA,336543,634584,38207,DISTRICT_OF_COLUMBIA,0,301371,708224,700111,1995
2070572,2107514,938814,1995_FLORIDA,6113051,5784787,951023,FLORIDA,6519109,4077880,13473977,13242710,1995
898969,1270948,458452,1995_GEORGIA,3813194,2942239,442434,GEORGIA,3652134,2009750,7292267,7052825,1995
94706,183869,82547,1995_HAWAII,636952,28736,96922,HAWAII,1062296,328579,1157159,1173579,1995
134550,240448,80861,1995_IDAHO,602038,336586,46107,IDAHO,665768,301143,1108075,1083215,1995
1023865,1897161,686758,1995_ILLINOIS,6031588,7449397,457236,ILLINOIS,4100518,3778799,11821661,12236673,1995
643725,966622,292362,1995_INDIANA,3145120,2886574,290661,INDIANA,3335998,1760003,6377558,6514934,1995
209808,498837,141050,1995_IOWA,1614502,1554668,127943,IOWA,1381253,872640,3100772,3076971,1995
177250,460905,137424,1995_KANSAS,1407359,1076376,162631,KANSAS,1613143,881083,2756682,2826943,1995
143259,639992,312742,1995_KENTUCKY,1890546,977003,211275,KENTUCKY,2218928,1112902,3415870,3508673,1995
219314,797061,449360,1995_LOUISIANA,2050103,1343060,289366,LOUISIANA,1999375,1081590,3735603,3791795,1995
70968,212154,78233,1995_MAINE,833366,715886,63055,MAINE,652626,391838,1438795,1446745,1995
458731,790938,270249,1995_MARYLAND,3064702,3250655,253194,MARYLAND,2059219,1768323,5610071,5580123,1995
259982,893727,265878,1995_MASSACHUSETTS,3681274,4965699,217956,MASSACHUSETTS,2095327,1840847,6706082,7326904,1995
753611,1604527,692600,1995_MICHIGAN,6162390,3753984,947067,MICHIGAN,8053624,3915929,12477806,12500208,1995
662497,816695,235069,1995_MINNESOTA,3109813,2589438,523268,MINNESOTA,2919940,1526879,6155324,5744447,1995
204426,503301,310290,1995_MISSISSIPPI,1189394,623521,164815,MISSISSIPPI,1185162,569686,2160068,2118973,1995
526263,862505,313295,1995_MISSOURI,2573557,2262895,262319,MISSOURI,2276277,1449433,4957215,4852467,1995
46881,164109,89446,1995_MONTANA,523380,372361,36492,MONTANA,449477,281496,899635,911284,1995
242244,285836,102783,1995_NEBRASKA,1041372,1168686,66223,NEBRASKA,560994,470308,1874253,1832463,1995
126131,250749,65007,1995_NEVADA,705709,441880,48399,NEVADA,860823,438671,1381200,1367710,1995
80404,186239,35162,1995_NEW_HAMPSHIRE,676601,1079170,40081,NEW_HAMPSHIRE,83613,347776,1232465,1197945,1995
719638,1171658,397612,1995_NEW_JERSEY,6065026,7103104,491691,NEW_JERSEY,4369467,4166818,11961696,11870183,1995
171166,327253,205847,1995_NEW_MEXICO,774207,225026,79707,NEW_MEXICO,1215392,494348,1540683,1646265,1995
1811288,2738361,1368074,1995_NEW_YORK,15693535,13763256,945437,NEW_YORK,9932669,6970608,26540967,25063999,1995
564673,1155248,443689,1995_NORTH_CAROLINA,3417870,1765846,387340,NORTH_CAROLINA,3867404,1737660,6217951,6076939,1995
39515,119288,72116,1995_NORTH_DAKOTA,327382,313611,50761,NORTH_DAKOTA,256507,159739,621904,642234,1995
678965,1829761,675770,1995_OHIO,6041768,6307783,510503,OHIO,4385097,3905229,11330046,11368650,1995
295180,609743,274027,1995_OKLAHOMA,1623941,1077962,291242,OKLAHOMA,1804537,921572,3180275,3156526,1995
213860,519284,224156,1995_OREGON,1789292,1556057,112701,OREGON,1521849,1060444,3255984,3302062,1995
963078,1741698,714271,1995_PENNSYLVANIA,7562476,7841206,550426,PENNSYLVANIA,5401558,3908949,14135826,13957035,1995
18871,146609,55060,1995_RHODE_ISLAND,677240,600743,27613,RHODE_ISLAND,434056,308559,1056716,1089859,1995
262152,638880,288860,1995_SOUTH_CAROLINA,1707358,1550370,232372,SOUTH_CAROLINA,1550416,998972,3286673,3389646,1995
68754,135494,65762,1995_SOUTH_DAKOTA,380309,439395,30140,SOUTH_DAKOTA,179725,199942,693964,684882,1995
394695,870594,332765,1995_TENNESSEE,2245634,1681611,221723,TENNESSEE,1855788,1020793,3958973,3870164,1995
2104954,3670007,1496378,1995_TEXAS,10652067,10268091,1087321,TEXAS,8718907,5778548,20198924,20483376,1995
348647,472589,134118,1995_UTAH,1069735,763728,143824,UTAH,1055987,435270,2045331,1953833,1995
36040,100317,33672,1995_VERMONT,415719,676298,24883,VERMONT,224946,208906,891398,934916,1995
602745,1060809,368088,1995_VIRGINIA,3452911,3464072,337469,VIRGINIA,2522258,1959389,6590998,6354418,1995
785601,938314,345792,1995_WASHINGTON,3078586,1548260,265076,WASHINGTON,4091373,1833862,6200754,5985425,1995
134365,310231,155738,1995_WEST_VIRGINIA,1104307,550137,128462,WEST_VIRGINIA,1210730,540560,1925100,1916605,1995
426714,865374,248319,1995_WISCONSIN,3425341,3137163,204052,WISCONSIN,2621263,1767790,6056854,6006745,1995
48915,100314,42456,1995_WYOMING,357039,287868,21975,WYOMING,303913,198669,642935,634237,1995
286699,735912,334858,1996_ALABAMA,1987018,891538,322883,ALABAMA,2138717,935115,3572283,3365113,1996
179297,126189,123505,1996_ALASKA,636959,290725,38996,ALASKA,706116,365085,1240031,1120346,1996
877190,764681,378917,1996_ARIZONA,1860007,1966024,220650,ARIZONA,1798363,1193260,4391555,4143304,1996
203555,452907,192152,1996_ARKANSAS,1264275,694985,127007,ARKANSAS,1296247,636106,2297381,2183384,1996
2580639,5460484,2603882,1996_CALIFORNIA,16880730,11617625,2362407,CALIFORNIA,17061474,9222569,31561692,31282981,1996
588209,655679,194998,1996_COLORADO,2052264,2031529,143767,COLORADO,1664676,1127563,4075165,3891203,1996
149327,499815,162218,1996_CONNECTICUT,2701637,2820636,149792,CONNECTICUT,1703171,1296119,4538234,4686025,1996
72077,108461,48796,1996_DELAWARE,447461,244491,34748,DELAWARE,567123,245924,823530,860410,1996
15452,79802,57870,1996_DISTRICT_OF_COLUMBIA,334893,621004,39956,DISTRICT_OF_COLUMBIA,0,312944,703245,678874,1996
2042385,2175352,942159,1996_FLORIDA,6380643,6070811,992115,FLORIDA,6671487,4230355,13936240,13684457,1996
1042930,1311126,516518,1996_GEORGIA,4118122,3161585,509934,GEORGIA,4086584,2125775,7934236,7764687,1996
129266,187104,91391,1996_HAWAII,671105,28531,103048,HAWAII,1079097,328131,1231550,1199019,1996
157468,243097,80486,1996_IDAHO,642377,335348,47750,IDAHO,718218,327291,1198223,1134052,1996
1112689,1924970,728400,1996_ILLINOIS,6303563,7812246,474624,ILLINOIS,4191483,3960659,12423100,12732129,1996
616866,975455,306715,1996_INDIANA,3293900,2817690,302283,INDIANA,3298257,1847383,6644035,6422662,1996
242065,502343,147878,1996_IOWA,1679091,1623736,134624,IOWA,1486426,931857,3284185,3258040,1996
318829,463008,140242,1996_KANSAS,1468081,1115528,169091,KANSAS,1658774,906796,3007653,2914544,1996
413638,639531,305059,1996_KENTUCKY,1970377,1045045,228647,KENTUCKY,2272684,1139539,3826435,3622788,1996
236616,796087,468363,1996_LOUISIANA,2078321,1433214,299287,LOUISIANA,1978056,1117936,3815375,3879633,1996
62645,213601,78626,1996_MAINE,857253,759130,63537,MAINE,647382,398040,1465093,1485138,1996
449601,805544,271806,1996_MARYLAND,3197895,3253925,251330,MARYLAND,2163187,1856055,5825606,5688918,1996
360126,912330,302167,1996_MASSACHUSETTS,4171772,3799496,221882,MASSACHUSETTS,3028094,1953199,7479576,7129757,1996
919074,1631131,648922,1996_MICHIGAN,6452165,3900471,691888,MICHIGAN,8462687,4205956,13071893,13012080,1996
762106,827418,241241,1996_MINNESOTA,3204906,2424707,551475,MINNESOTA,3435468,1522656,6423285,6101416,1996
231093,503602,295014,1996_MISSISSIPPI,1238512,661118,166353,MISSISSIPPI,1285429,599427,2268726,2241561,1996
568575,873867,324566,1996_MISSOURI,2745318,2390055,283616,MISSOURI,2536393,1521493,5277785,5251014,1996
48074,165390,90354,1996_MONTANA,538091,402019,37370,MONTANA,452250,289907,924259,944623,1996
247543,289251,100886,1996_NEBRASKA,1067391,1234589,71038,NEBRASKA,574359,497288,1940808,1909834,1996
229949,265041,67278,1996_NEVADA,767237,486491,53033,NEVADA,997400,483238,1608989,1551169,1996
97166,191004,40622,1996_NEW_HAMPSHIRE,725549,1143921,42174,NEW_HAMPSHIRE,84837,340457,1295106,1269380,1996
753213,1193928,408872,1996_NEW_JERSEY,6636622,7391184,469558,NEW_JERSEY,4589725,4099193,12469216,12389781,1996
218014,329661,215525,1996_NEW_MEXICO,798365,253427,81877,NEW_MEXICO,1281567,519816,1642517,1750519,1996
1835923,2788343,1510447,1996_NEW_YORK,15973623,14231764,942356,NEW_YORK,10284155,6953428,26974514,26026366,1996
687268,1181600,443121,1996_NORTH_CAROLINA,3527936,2101461,402269,NORTH_CAROLINA,3971818,1780725,6517111,6516400,1996
52160,119102,69370,1996_NORTH_DAKOTA,338326,319295,52456,NORTH_DAKOTA,267306,169545,657809,655971,1996
843253,1837628,704629,1996_OHIO,6291682,6636752,532065,OHIO,4831397,4046180,11935582,12172778,1996
255103,616436,278281,1996_OKLAHOMA,1640558,1050659,299920,OKLAHOMA,1856294,948125,3195426,3185234,1996
305484,527769,192228,1996_OREGON,1879638,1360834,116224,OREGON,1822648,1104418,3509765,3375710,1996
1195395,1764117,760182,1996_PENNSYLVANIA,7960931,8281435,580399,PENNSYLVANIA,5629751,4101534,15048791,14671368,1996
20181,148977,57826,1996_RHODE_ISLAND,699778,618195,24931,RHODE_ISLAND,459171,321959,1092459,1135192,1996
367884,635678,287181,1996_SOUTH_CAROLINA,1820849,1437190,235742,SOUTH_CAROLINA,1870037,986157,3493720,3594408,1996
56451,136394,67493,1996_SOUTH_DAKOTA,383377,433860,32183,SOUTH_DAKOTA,209375,201190,689818,710728,1996
460149,881749,340239,1996_TENNESSEE,2363545,1815609,229847,TENNESSEE,1967170,1143373,4284181,4123018,1996
2667181,3740260,1613462,1996_TEXAS,11427564,10793165,1174475,TEXAS,9834742,6131290,22401797,22241369,1996
